"Name","NA_Sales","Year","Genre"
"the legend of zelda: link's awakening","2.21","1992","Action"
"the legend of zelda: link's awakening dx","1","1998","Adventure"
"the legend of zelda: majora's mask","1.9","2000","Action"
"the legend of zelda: majora's mask 3d","1.14","2015","Action"
"the legend of zelda: ocarina of time","4.1","1998","Action"
"the legend of zelda: oracle of ages","0.92","2001","Action"
"the legend of zelda: oracle of seasons","0.87","2001","Adventure"
"the legend of zelda: phantom hourglass","1.9","2007","Action"
"the legend of zelda: skyward sword","2.14","2011","Action"
"the legend of zelda: spirit tracks","1.43","2009","Action"
"the legend of zelda: the minish cap","0.89","2004","Action"
"the legend of zelda: the wind waker","2.6","2002","Action"
"the legend of zelda: tri force heroes","0.52","2015","Action"
"the legend of zelda: twilight princess","3.83","2006","Action"
"the legend of zelda: twilight princess hd","0.48","2016","Action"
"the legendary starfy","0.61","2008","Platform"
"the lego movie videogame","0.69","2014","Action"
"the longest journey","0","1999","Adventure"
"the lord of the rings online: mines of moria","0","2008","Role-Playing"
"the lord of the rings: aragorn's quest","0.1","2010","Action"
"the lord of the rings: conquest","0.38","2009","Action"
"the lord of the rings: the battle for middle-earth","0.01","2004","Strategy"
"the lord of the rings: the battle for middle-earth ii","0","2006","Strategy"
"the lord of the rings: the fellowship of the ring","0.59","2002","Action"
"the lord of the rings: the return of the king","1.5","2003","Action"
"the lord of the rings: the third age","0.49","2004","Role-Playing"
"the lord of the rings: the two towers","1.94","2002","Action"
"the lord of the rings: war in the north","0.04","2011","Action"
"the lost chronicles of zerzura","0","2012","Adventure"
"the lost treasures of alexandria","0","2011","Puzzle"
"the lost vikings","0.04","2003","Puzzle"
"the lost world: jurassic park","0.57","1997","Action"
"the magic school bus: oceans","0.21","2011","Adventure"
"the magical quest starring mickey mouse","0.66","1992","Platform"
"the mark of kri","0.22","2002","Action"
"the matrix: path of neo","0.41","2005","Action"
"the misadventures of tron bonne","0.03","1999","Adventure"
"the monkey king: the legend begins","0.04","2007","Shooter"
"the movies","0.01","2005","Simulation"
"the mummy","0.01","2002","Action"
"the mummy returns","0.25","2001","Action"
"the mummy: tomb of the dragon emperor","0.08","2008","Action"
"the munchables","0.17","2009","Action"
"the mysterious case of dr. jekyll and mr. hyde","0.02","2010","Adventure"
"the mysterious murasame castle","0","1986","Action"
"the naked brothers band: the video game","0.19","2008","Misc"
"the new tetris","0.22","1999","Puzzle"
"the new york times crosswords","0.42","2007","Puzzle"
"the next big thing","0","2011","Adventure"
"the next tetris","0.45","1998","Puzzle"
"the night of the rabbit","0","2013","Adventure"
"the nightmare of druaga: fushigino dungeon","0.03","2004","Role-Playing"
"the operative: no one lives forever","0.07","2002","Shooter"
"the orange box","1.09","2007","Shooter"
"the order: 1886","0.61","2015","Shooter"
"the oregon trail","0.15","2011","Simulation"
"the outfit","0.21","2006","Action"
"the peanuts movie: snoopy's grand adventure","0","2015","Action"
"the penguins of madagascar","0.13","2010","Action"
"the penguins of madagascar: dr. blowhole returns - again!","0.07","2011","Action"
"the perfect golf","0","1995","Sports"
"the pinball of the dead","0.05","2002","Misc"
"the polar express","0.11","2004","Adventure"
"the powerpuff girls: chemical x-traction","0.14","2001","Action"
"the powerpuff girls: him and seek","0.31","2002","Platform"
"the powerpuff girls: relish rampage","0.22","2002","Action"
"the price is right","0.77","2008","Misc"
"the price is right 2010 edition","0.22","2009","Misc"
"the price is right: decades","0.12","2011","Misc"
"the princess and the frog","0.41","2009","Platform"
"the professor's brain trainer: logic","0.02","2005","Puzzle"
"the punisher","0.25","2005","Action"
"the putter golf","0.04","2001","Sports"
"the quest trio","0.14","2008","Puzzle"
"the raiden project","0.06","1995","Shooter"
"the revenge of shinobi","0.07","2002","Platform"
"the ripping friends","0.03","2002","Action"
"the rise of the argonauts","0.05","2008","Role-Playing"
"the rub rabbits!","0.03","2005","Puzzle"
"the saboteur","0.26","2009","Action"
"the scorpion king: rise of the akkadian","0.11","2002","Action"
"the scorpion king: sword of osiris","0.13","2002","Action"
"the secret saturdays: beasts of the 5th sun","0.08","2009","Action"
"the secret world","0.07","2012","Role-Playing"
"the settlers","0.1","2007","Action"
"the settlers 7: paths to a kingdom","0","2010","Strategy"
"the settlers ii 10th anniversary","0","2006","Action"
"the settlers iv","0","2001","Strategy"
"the settlers: rise of an empire","0.01","2007","Strategy"
"the seven deadly sins: unjust sin","0","2015","Adventure"
"the shoot","0.13","2010","Shooter"
"the simpsons game","0.57","2007","Action"
"the simpsons skateboarding","0.36","2002","Sports"
"the simpsons: hit & run","1.73","2003","Racing"
"the simpsons: road rage","2.02","2001","Racing"
"the sims","1.41","2003","Simulation"
"the sims 2","0.49","2005","Simulation"
"the sims 2: apartment life","0","2008","Simulation"
"the sims 2: apartment pets","0.32","2008","Simulation"
"the sims 2: bon voyage","0.01","2007","Simulation"
"the sims 2: castaway","0.45","2007","Simulation"
"the sims 2: family fun stuff","0","2006","Simulation"
"the sims 2: glamour life stuff","0","2006","Simulation"
"the sims 2: happy holiday stuff","0.01","2006","Simulation"
"the sims 2: ikea home stuff","0","2008","Simulation"
"the sims 2: nightlife","1.22","2005","Simulation"
"the sims 2: open for business","0.46","2006","Simulation"
"the sims 2: pets","0.92","2006","Simulation"
"the sims 2: seasons","0.01","2007","Simulation"
"the sims 2: university","0.01","2005","Simulation"
"the sims 3","0.98","2010","Simulation"
"the sims 3: ambitions","0","2010","Simulation"
"the sims 3: barnacle bay","0.07","2011","Simulation"
"the sims 3: fast lane stuff","0.01","2010","Simulation"
"the sims 3: generations","0.4","2011","Simulation"
"the sims 3: high-end loft stuff","0.01","2010","Simulation"
"the sims 3: late night expansion pack","0.59","2010","Simulation"
"the sims 3: outdoor living stuff","0","2011","Simulation"
"the sims 3: seasons","0","2012","Simulation"
"the sims 3: town life stuff","0.11","2011","Simulation"
"the sims 3: world adventures","0.02","2009","Simulation"
"the sims 4","0.96","2014","Simulation"
"the sims 4: get together","0.05","2015","Simulation"
"the sims 4: luxury party stuff","0","2015","Simulation"
"the sims 4: spa day","0","2015","Simulation"
"the sims deluxe","0.01","2002","Simulation"
"the sims medieval: pirates and nobles","0.05","2011","Simulation"
"the sims: bustin' out","1.07","2003","Simulation"
"the sims: complete collection","0.01","2005","Simulation"
"the sims: hot date","1.81","2001","Simulation"
"the sims: house party","1.23","2001","Simulation"
"the sims: livin large","1.67","2000","Misc"
"the sims: makin' magic","1.03","2003","Simulation"
"the sims: medieval","0.27","2011","Simulation"
"the sims: superstar","1.67","2003","Simulation"
"the sims: unleashed","2.03","2002","Simulation"
"the sims: vacation","1.72","2002","Simulation"
"the sky crawlers: innocent aces","0.09","2008","Simulation"
"the sly collection","0.52","2010","Platform"
"the smurfs","0.24","2011","Action"
"the smurfs 2","0","2013","Platform"
"the smurfs: dance party","0.22","2011","Misc"
"the space bar","0","1996","Adventure"
"the spiderwick chronicles","0.17","2008","Action"
"the spongebob squarepants movie","1.06","2004","Platform"
"the story of noah's ark","0.1","2010","Action"
"the stronghold collection","0.03","2009","Strategy"
"the suffering","0.2","2004","Action"
"the suffering: ties that bind","0.09","2005","Action"
"the suite life of zack & cody: circle of spies","0.17","2007","Action"
"the suite life of zack & cody: tipton trouble","0.23","2006","Action"
"the sum of all fears","0.03","2002","Shooter"
"the tale of despereaux","0.17","2008","Platform"
"the talos principle","0","2015","Puzzle"
"the technomancer","0.01","2016","Role-Playing"
"the terminator: dawn of fate","0.2","2002","Action"
"the testament of sherlock holmes","0","2012","Adventure"
"the thing","0.22","2002","Adventure"
"the tomb raider trilogy","0.27","2011","Action"
"the train giant","0","2012","Strategy"
"the treasures of montezuma","0.02","2010","Puzzle"
"the treasures of mystery island 3 pack - save mystery island!","0.01","2011","Puzzle"
"the typing of the dead","0","2000","Shooter"
"the ultimate battle of the sexes","0.01","2010","Misc"
"the ultimate red ball challenge","0","2009","Misc"
"the unholy war","0.07","1998","Strategy"
"the urbz: sims in the city","0.52","2004","Simulation"
"the urbz: sims in the city (all regions sales)","0.4","2004","Simulation"
"the urbz: sims in the city (us weekly sales)","0.27","2004","Simulation"
"the voice","0.08","2014","Action"
"the void","0","2008","Adventure"
"the walking dead: season one","0.4","2012","Adventure"
"the walking dead: season two","0.1","2014","Adventure"
"the walking dead: survival instinct","0.46","2013","Shooter"
"the warriors","0.44","2005","Action"
"the weakest link","0.05","2001","Misc"
"the whispered world","0","2009","Adventure"
"the wild thornberrys movie","0.25","2002","Platform"
"the wild thornberrys: animal adventures","0.1","2000","Adventure"
"the wild thornberrys: chimp chase","0.11","2001","Action"
"the wild west","0.01","2007","Action"
"the witch and the hundred knight","0.06","2013","Role-Playing"
"the witcher","0","2007","Role-Playing"
"the witcher 2: assassins of kings","0.25","2011","Action"
"the witcher 3: wild hunt","0.96","2015","Role-Playing"
"the witcher: enhanced edition","0.32","2008","Role-Playing"
"the wizard of oz: beyond the yellow brick road","0.13","2008","Role-Playing"
"the wolf among us","0.05","2014","Adventure"
"the wonderful 101","0.2","2013","Action"
"the world ends with you","0.54","2007","Role-Playing"
"the x files","0.24","1999","Adventure"
"the x files: resist or serve","0.06","2004","Adventure"
"the x-factor","0","2010","Misc"
"theatre of war","0","2007","Strategy"
"theatrhythm dragon quest","0","2015","Misc"
"theatrhythm final fantasy: curtain call","0.13","2014","Misc"
"theatrhythm: final fantasy","0.22","2012","Misc"
"theme hospital","2.3","1997","Strategy"
"theme park","0","1994","Simulation"
"theme park roller coaster","0.23","2000","Strategy"
"there","0.03","2002","Simulation"
"theresia...","0.06","2008","Adventure"
"thief (2014)","0.28","2014","Action"
"thief: deadly shadows","0.13","2004","Action"
"thinksmart","0.09","2010","Misc"
"thinksmart family!","0.03","2010","Misc"
"thinksmart: chess for kids","0.01","2011","Misc"
"this war of mine","0","2016","Action"
"thomas & friends: hero of the rails","0","2010","Misc"
"thomas and friends: steaming around sodor","0","2015","Action"
"thomas the tank engine & friends","0.13","2004","Adventure"
"thor: god of thunder","0.09","2011","Action"
"thoroughbred breeder","0","1993","Simulation"
"thoroughbred breeder ii","0","1994","Simulation"
"thoroughbred breeder ii plus","0","1995","Simulation"
"thousand arms","0.06","1998","Role-Playing"
"thrasher presents: skate and destroy","0.22","1998","Sports"
"threads of fate","0.12","1999","Role-Playing"
"thrillville","0.55","2006","Strategy"
"thrillville: off the rails","0.39","2007","Strategy"
"thunder alley","0.01","2004","Racing"
"thunder force v: perfect system","0.03","1998","Shooter"
"thunder force vi","0","2008","Shooter"
"thunder truck rally","0.08","1997","Racing"
"thunderbirds","0.02","2004","Shooter"
"thunderstrike 2","0.1","1994","Simulation"
"thunderstrike: operation phoenix","0.17","2001","Simulation"
"tiger & bunny: hero's day","0","2013","Action"
"tiger & bunny: on-air jack!","0","2012","Action"
"tiger woods 99 pga tour golf","0.85","1997","Sports"
"tiger woods pga tour","0.19","2005","Sports"
"tiger woods pga tour 06","0.74","2005","Sports"
"tiger woods pga tour 07","0.6","2006","Sports"
"tiger woods pga tour 08","0.94","2007","Sports"
"tiger woods pga tour 09","0.34","2008","Sports"
"tiger woods pga tour 09 all-play","0.81","2008","Sports"
"tiger woods pga tour 10","0.12","2009","Sports"
"tiger woods pga tour 11","0.37","2010","Sports"
"tiger woods pga tour 12: the masters","0.52","2011","Sports"
"tiger woods pga tour 13","0.24","2012","Sports"
"tiger woods pga tour 14","0.16","2013","Sports"
"tiger woods pga tour 2000","0.37","1998","Sports"
"tiger woods pga tour 2001","0.36","2001","Sports"
"tiger woods pga tour 2002","0.44","2002","Sports"
"tiger woods pga tour 2003","0.8","2002","Sports"
"tiger woods pga tour 2004","1.18","2003","Sports"
"tiger woods pga tour 2005","1.03","2004","Sports"
"tiger woods pga tour golf","0.03","2002","Sports"
"tigershark","0.04","1997","Simulation"
"tigger's honey hunt","0.16","2000","Platform"
"tim burton's the nightmare before christmas: oogie's revenge","0.17","2004","Adventure"
"tim burton's the nightmare before christmas: the pumpkin king","0.1","2005","Platform"
"time and eternity","0.06","2012","Role-Playing"
"time commando","0.1","1996","Action"
"time crisis","0.38","1997","Shooter"
"time crisis 3","0.3","2003","Shooter"
"time crisis 4","0.32","2007","Shooter"
"time crisis ii","0.26","2001","Shooter"
"time crisis: crisis zone","0.11","2004","Shooter"
"time crisis: project titan","0.03","2001","Shooter"
"time crisis: razing storm","0.18","2010","Shooter"
"time hollow","0.03","2008","Adventure"
"time leap","0","2009","Adventure"
"time travelers","0","2012","Adventure"
"timeshift","0.36","2007","Shooter"
"timeshock! pro pinball","0.02","1998","Misc"
"timesplitters","0.21","2000","Shooter"
"timesplitters 2","0.34","2002","Shooter"
"timesplitters: future perfect","0.12","2005","Shooter"
"timmy time","0","2011","Action"
"tiny tank","0.19","1998","Action"
"tiny toon adventures: plucky's big adventure","0.15","2001","Action"
"tiny toon adventures: the great beanstalk","0.17","1998","Misc"
"tiny toon adventures: toonenstein - dare to scare","0.03","1998","Action"
"tiny toon adventures: wacky stackers","0.01","2001","Puzzle"
"titan quest","0.01","2006","Role-Playing"
"titanfall","1.84","2014","Shooter"
"titanic mystery","0.05","2010","Puzzle"
"tmnt","0.47","2007","Action"
"tmnt: mutant melee","0.06","2005","Fighting"
"tna impact: cross the line","0.05","2010","Fighting"
"tna impact!","0.26","2008","Fighting"
"tnn motor sports hardcore 4x4","0.73","1996","Racing"
"to heart","0","1999","Adventure"
